secs,pps,tps,gps
0,234228,112672,11026
5,227323,108810,10699
10,224724,107510,10577
15,221153,105602,10408
20,218769,104473,10296
25,216418,103197,10184
30,214439,102120,10090
35,213153,101485,10030
40,210549,100262,9907
45,209131,99578,9841
50,207875,98989,9781
55,207031,98620,9742
60,206323,98351,9709
65,206033,98224,9695
70,206074,98212,9697
75,206165,98212,9701
80,205859,98107,9687
85,205856,98159,9687
90,205946,98223,9691
95,205489,97987,9670
100,204959,97724,9645
105,205051,97755,9649
110,205446,97909,9667
115,205649,98027,9677
120,205448,97910,9668
125,205329,97848,9662
130,205337,97835,9662
135,205080,97705,9650
140,205000,97689,9646
145,204687,97553,9631
150,204687,97526,9631
155,204536,97443,9624
160,204341,97346,9615
165,204399,97371,9617
170,204181,97266,9607
175,203710,97049,9585
180,203367,96878,9568
185,203090,96754,9555
190,203203,96795,9561
195,203126,96748,9557
200,203107,96759,9556
205,203108,96749,9556
210,202922,96647,9547
215,203116,96744,9556
220,203133,96752,9557
225,203071,96725,9554
230,203251,96808,9563
235,203290,96825,9564
240,203460,96899,9572
245,203677,97008,9583
250,203720,97015,9584
255,203739,97028,9585
260,203884,97085,9592
265,203855,97063,9591
270,203892,97081,9592
275,203906,97089,9593
280,203952,97113,9595
285,203979,97121,9596
290,204065,97165,9600
295,204117,97197,9603
300,204087,97185,9601
305,204132,97199,9603
310,204224,97243,9607
315,204305,97275,9611
320,204333,97279,9612
325,204412,97305,9616
330,204477,97335,9619
335,204368,97279,9613
340,204427,97316,9616
345,204408,97313,9615
350,204439,97336,9617
355,204397,97318,9615
360,204454,97349,9617
365,204468,97352,9618
370,204469,97362,9618
375,204462,97360,9618
380,204483,97369,9618
385,204447,97357,9617
390,204480,97362,9618
395,204470,97368,9618
400,204541,97402,9621
405,204573,97419,9622
410,204564,97414,9622
415,204563,97405,9622
420,204614,97430,9624
425,204655,97460,9626
430,204663,97464,9627
435,204662,97455,9626
440,204679,97464,9627
445,204698,97476,9628
450,204679,97464,9627
455,204748,97490,9630
460,204810,97517,9633
465,204830,97531,9634
470,204782,97515,9632
475,204812,97527,9633
480,204766,97506,9631
485,204715,97482,9629
490,204612,97448,9624
495,204577,97430,9622
500,204535,97411,9620
505,204552,97417,9621
510,204543,97414,9620
515,204587,97432,9622
520,204604,97438,9623
525,204628,97442,9624
530,204667,97458,9626
535,204640,97440,9625
540,204634,97439,9624
545,204634,97442,9624
550,204560,97407,9621
555,204576,97415,9621
560,204548,97401,9620
565,204568,97403,9621
570,204525,97380,9619
575,204460,97354,9616
580,204443,97345,9615
585,204406,97326,9613
590,204492,97368,9617
595,204506,97366,9618
600,204476,97353,9616
605,204466,97354,9616
610,204383,97318,9612
615,204395,97322,9612
620,204365,97313,9611
625,204348,97307,9610
630,204389,97328,9612
635,204459,97365,9615
640,204414,97345,9613
645,204425,97350,9614
650,204502,97381,9617
655,204524,97389,9618
660,204496,97373,9617
665,204498,97373,9617
670,204527,97386,9618
675,204514,97385,9618
680,204562,97406,9620
685,204535,97393,9619
690,204501,97377,9617
695,204479,97367,9616
700,204472,97366,9616
705,204432,97347,9614
710,204378,97316,9611
715,204398,97324,9612
720,204417,97333,9613
725,204379,97315,9611
730,204407,97328,9612
735,204431,97334,9614
740,204436,97337,9614
745,204428,97330,9613
750,204459,97340,9615
755,204430,97324,9613
760,204417,97318,9613
765,204388,97304,9611
770,204387,97301,9611
775,204398,97306,9612
780,204359,97289,9610
785,204364,97292,9610
790,204350,97285,9609
795,204328,97271,9608
800,204296,97253,9607
805,204326,97266,9608
810,204364,97288,9610
815,204375,97293,9611
820,204377,97289,9611
825,204352,97278,9609
830,204388,97295,9611
835,204358,97281,9610
840,204359,97277,9610
845,204358,97275,9610
850,204353,97278,9610
855,204386,97288,9611
860,204383,97283,9611
865,204389,97282,9611
870,204356,97266,9610
875,204351,97265,9609
880,204347,97263,9609
885,204348,97262,9609
890,204343,97261,9609
895,204355,97267,9610
900,204362,97273,9610
905,204365,97276,9610
910,204383,97283,9611
915,204392,97289,9611
920,204338,97263,9609
925,204317,97251,9608
930,204305,97250,9607
935,204265,97229,9605
940,204233,97214,9604
945,204226,97212,9604
950,204172,97186,9601
955,204138,97167,9599
960,204175,97186,9601
965,204210,97201,9603
970,204198,97197,9602
975,204212,97202,9603
980,204250,97221,9605
985,204240,97221,9604
990,204229,97220,9604
